Country;Title;Identification;Abstract;Keywords;Soil properties;Format;Resource locator;Layer;Format2;Resource locator2;Layer2;link_to_viewer;Language;Language2;temporal reference;date of temporal reference;temporal extent-start;temporal extent-end;interval of dates;mix indivual and interval;spatial resolution scale;spatial resolution distance;Usage constraints;Access constraints;name of organisation;email address;contact person;responsible party role;Soil function;Soil threats;Soil Indicators;Source;Lineage;Soil function;Soil threats;Soil Indicators;Done;Comment
UK;Soils of Scotland map Extend 1:25.000;;1:25 000 Soil Map of Scotland (Partial cover); soil type, basic soil properties;Soil Map;WMS;http://druid.hutton.ac.uk/arcgis/services/Hutton_Map_Extents_WGS84/MapServer/WMSServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=JHCoverage25kSoils;eng;;creation;1981;an interval of dates;;1981-2019;;1:25000;;no conditions apply;no limitation;The James Hutton Institute; david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;Not clear what layer should be selected
UK;National Soil Map of Scotland;;National Soil Map of Scotland; soil type, basic soil properties;Soil Map;WMS;http://druid.hutton.ac.uk/arcgis/services/Hutton_Map_Extents_WGS84/MapServer/WMSServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=JHSoilPH;eng;;creation;1981;an interval of dates;;1981-2017;;1:250000;;no conditions apply;no limitation;The James Hutton Institute; david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;Not clear what layer should be selected
UK;National Soils Inventory for Scotland - Point data;;National Soils Inventory for Scotland (NSIS1); soil type, basic soil properties;Soil Map;SHP;https://www.hutton.ac.uk/sites/default/files/files/soils/downloads/Hutton_NSIS10km_OpenData.zip;;;; ;;eng;;pubblication;19-4-2018;an interval of dates;;1978-1988;;;10KM;no conditions apply;no limitation;Centre for Ecology & Hydrology, Lancaster;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;;
UK;Peatland;;Peatland (filtered from 1:250,000 soils data for SRDP); soil type, basic soil properties;Soil Map;SHP;https://www.hutton.ac.uk/sites/default/files/files/soils/downloads/qmsoils_UCSS_peatland_deep_peat.zip;;;; ;;eng;;pubblication;19-4-2018;an interval of dates;;1978-1988;;;10KM;no conditions apply;no limitation;Centre for Ecology & Hydrology, Lancaster;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;;
UK;Soil World Reference Base, Scotland;;Soil World Reference Base, Scotland WMS; soil type, basic soil properties;Soil Map;WMS;http://druid.hutton.ac.uk/arcgis/services/Hutton_NSIS_and_Soils/MapServer/WMSServer?request=GetCapabilities&service=WMS;;;; ;;eng;;pubblication;2-1-2012;an interval of dates;;1981-2017;;1:250000;;no conditions apply;no limitation;The James Hutton Institute; david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;Not clear what layer should be selected
UK;NSRI detailed soil mapping;;This map shows the extents of the detailed soil mapping available for a variety of scales from the National Soil Resources Institute (NSRI); soil type, basic soil properties;Soil Map;WMS;http://www.landis.org.uk/arcgis/services/UKSoilObservatory/DetailedSoilMapping_Cranfield/MapServer/WmsServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=NSRIDetailedSoilMapping;eng;;;;an interval of dates;;1939-2006;;1:25000;;no conditions apply;no limitation;Cranfield National Soil Resources Institute (NSRI), Cranfield University;nsridata@cranfield.ac.uk;;Resource provider;;;;;;;;;Yes;
UK;Soil Map for Northern Ireland (WRB classification);;Soil map for Northern Ireland — WRB 2006 tier 1 version; soil type, basic soil properties;Soil Map;WMS;http://www.landis.org.uk/arcgis/services/UKSoilObservatory/WorldReferenceBase_AFBI/MapServer/WmsServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=AFBIWRB;eng;;pubblication;2-1-2012;an individual date;2-1-2012;;;1:250000;;no conditions apply;no limitation;Agri-Food and Biosciences Institute;info@afbi.gov.uk;;Resource provider;;;;;;;;;Yes;
UK;Soil map for England and Wales;;Soil map for England and Wales — WRB 2006 tier 1 version; soil type, basic soil properties;Soil Map;WMS;http://www.landis.org.uk/arcgis/services/UKSoilObservatory/Soilscapes_Cranfield/MapServer/WmsServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=NSRIWorldReferenceBase;eng;;last revision;2019;an individual date;2019;;;1:250000;;no conditions apply;no limitation;Cranfield National Soil Resources Institute (NSRI), Cranfield University;nsridata@cranfield.ac.uk;;Resource provider;;;;;;;;;Yes;
UK;CS - Topsoil - Soil Moisture;;Countryside Survey (CS) topsoil gravimetric moisture (%) data is representative of 0–15cm soil depth; soil type, basic soil properties;soil moisture;WMS;https://catalogue.ceh.ac.uk/maps/6372b558-ba64-4fbe-8766-019e01535b37?;SO.SoilTheme.Moisture;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=CEHTSSoilMoisture;eng;;pubblication;26-6-2014;an interval of dates;;"2007; 2007-12-31";;;1KM;no conditions apply;no limitation;Centre for Ecology & Hydrology, Lancaster;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;Yes;No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;Soil Layer depth 50k;;Simplified soil layer depth (thickness); soil type, basic soil properties;soildepth;WMS;https://map.bgs.ac.uk/arcgis/services/UKSO/UKSO_BGS/MapServer/WMSServer?;Parent.Material.Soil.layer.thickness, Parent.Material.Soil.layer.thickness.1km;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=SPMThickness;eng;;pubblication;2012;an individual date;2012;;;1:50000;;no conditions apply;no limitation;British Geological Survey;enquiries@bgs.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;Attention: two layers with layer thickness, difference in scale?  No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;Topsoil Texture in Scotland;;Indicative soil texture classes for Nitrate Vulnerable Zones in Scotland; soil type, basic soil properties;texture ;WMS;http://DRUID.HUTTON.AC.UK/arcgis/services/Hutton_SoilTexture/MapServer/WMSServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=JHTopsoilTexture;eng;;pubblication;1-5-2011;an individual date;1-5-2011;;;1:25000;;no conditions apply;no limitation;The James Hutton Institute;david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;Resource Locator not working
UK;soil texture;;Simplified soil texture; soil type, basic soil properties;texture ;WMS;https://map.bgs.ac.uk/arcgis/services/UKSO/UKSO_BGS/MapServer/WMSServer?service=WMS&version=1.3.0&request=GetCapabilities&;Parent.Material.Soil.texture.simple, Parent.Material.Soil.texture.simple.1km;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=SPMTexture;eng;;pubblication;2012;an individual date;2012;;;1:50000;1KM;no conditions apply;no limitation;British Geological Survey;enquiries@bgs.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;Attention: two layers with layer simple texture, difference in scale? No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;CS -Topsoil Nutrients - Total N concentration;;total nitrogen (N) concentration (%), Model estimates of topsoil nutrients [Countryside Survey]; soil type, basic soil properties;total nitrogen ;WMS;https://catalogue.ceh.ac.uk/maps/6372b558-ba64-4fbe-8766-019e01535b37?;SO.SoilTheme.TotalN;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=CEHTNTotalNitrogenConcentration;eng;;pubblication;26-3-2012;an interval of dates;;1978-2007;;;1KM;no conditions apply;no limitation;Centre for Ecology & Hydrology, Lancaster;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;Yes;No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;Soil and Earthworm Survey; ;The OPAL (Open Air Laboratories) Data Explorer allows you to visualise environmental data ; soil degradation processes;decline soil biodiversity;HTML;https://www.opalexplorenature.org/dataexplorer/surveytype/soilsurvey; ;;; ;;eng;;pubblication;1-6-2010;;;;;;;registration needed;;Imperial College London;opal@imperial.ac.uk );;Custodian;;;;;;;;;;
